item_id,type,title,description,date_or_deadline,time,person,priority,source_message_id
ITEM_246,event,Appointment,Please note: Reminder: doctor appointment happens on 2026-09-21 at 12:00 in the cafeteria.,2026-09-21,12:00,,medium,MSG_0601
ITEM_247,task,Finish,For today: Can you finish the test cases before 2026-09-05?,2026-09-05,,,high,MSG_0602
ITEM_248,event,Dinner,"Please note: Calendar update: family dinner, 2026-09-09 at 12:00, the library.",2026-09-09,12:00,,medium,MSG_0603
ITEM_249,task,Verify,I need you to verify the dataset labels by 2026-09-06.,2026-09-06,,,medium,MSG_0607
ITEM_250,event,Webinar,FYI: The webinar recording is now available.,,,,medium,MSG_0609
ITEM_251,event,Dinner,"For my profile, i usually study after dinner.",,,,medium,MSG_0611
ITEM_252,task,Verify,Please note: I need you to verify the dataset labels by 2026-09-08.,2026-09-08,,,medium,MSG_0612
ITEM_253,task,Pay,Don't forget to pay the electricity bill; deadline is 2026-09-02.,2026-09-02,,,high,MSG_0614
ITEM_254,task,Review,FYI: Are you available for the design review at 10:00 on 2026-09-15? Location: the main office.,2026-09-15,10:00,,medium,MSG_0616
ITEM_255,event,Interview,Just checking—Please confirm the interview slot by 2026-09-04.,2026-09-04,,,medium,MSG_0617
ITEM_256,task,Finish,Please note: Can you finish the test cases before 2026-09-10?,2026-09-10,,,medium,MSG_0618
ITEM_257,task,Pay,For today: Don't forget to pay the electricity bill; deadline is 2026-09-08.,2026-09-08,,,high,MSG_0620
ITEM_258,task,Review,Can you help? Can you review the privacy checklist before 2026-09-07?,2026-09-07,,,medium,MSG_0621
ITEM_259,task,Complete,Please note: Complete the onboarding form is due on 2026-09-06.,2026-09-06,,,medium,MSG_0624
ITEM_260,event,Conference,"Can you help? Please join the AI workshop on 2026-09-08, 15:00 at Conference Room 2.",2026-09-08,15:00,,medium,MSG_0628
ITEM_261,event,Meeting,Can you help? I might prefer evening meetings now.,,,,medium,MSG_0629
ITEM_262,event,Interview,Can you help? Are you available for the technical interview at 14:00 on 2026-09-15? Location: the main office.,2026-09-15,14:00,,medium,MSG_0630
ITEM_263,event,Dinner,"Quick update: For my profile, i usually study after dinner.",,,,medium,MSG_0632
ITEM_264,task,Upload,One more thing: Don't forget to upload the assignment; deadline is 2026-09-06.,2026-09-06,,,high,MSG_0633
ITEM_265,event,Call,Important: Please call Maya when you are free.,,,,high,MSG_0634
ITEM_266,task,Review,"Hi, The review could be Friday afternoon.",,,,medium,MSG_0635
ITEM_267,event,Appointment,Reminder: doctor appointment happens on 2026-09-06 at 13:00 in the city clinic.,2026-09-06,13:00,,medium,MSG_0637
ITEM_268,task,Submit,Can you help? Please submit the weekly report by 2026-09-09.,2026-09-09,,,medium,MSG_0639
ITEM_269,task,Upload,Can you help? Don't forget to upload the assignment; deadline is 2026-09-04.,2026-09-04,,,high,MSG_0640
ITEM_270,event,Dinner,"Calendar update: family dinner, 2026-09-14 at 13:00, the college auditorium.",2026-09-14,13:00,,medium,MSG_0646
ITEM_271,event,Dinner,Please note: Personal note: i usually study after dinner.,,,,medium,MSG_0648
ITEM_272,event,Meeting,One more thing: Share the meeting notes is due on 2026-09-09.,2026-09-09,,,medium,MSG_0652
ITEM_273,task,Review,"Hi, Can you review the privacy checklist before 2026-09-08?",2026-09-08,,,medium,MSG_0653
ITEM_274,task,Send,Important: Could you send it soon?,,,,high,MSG_0654
ITEM_275,task,Verify,"Hi, I need you to verify the dataset labels by 2026-09-05.",2026-09-05,,,medium,MSG_0658
ITEM_276,task,Send,One more thing: Can you send the revised presentation before 2026-09-03?,2026-09-03,,,medium,MSG_0662
ITEM_277,task,Pay,Important: Don't forget to pay the electricity bill; deadline is 2026-09-05.,2026-09-05,,,high,MSG_0667
ITEM_278,event,Webinar,Quick update: The webinar recording is now available.,,,,medium,MSG_0669
ITEM_279,task,Upload,Quick update: Don't forget to upload the assignment; deadline is 2026-09-10.,2026-09-10,,,high,MSG_0670
ITEM_280,event,Appointment,Just checking—Reminder: doctor appointment happens on 2026-09-21 at 16:00 in the cafeteria.,2026-09-21,16:00,,medium,MSG_0673
ITEM_281,event,Meeting,Quick update: The project review is scheduled for 2026-09-12 at 15:00 in Meeting Room A.,2026-09-12,15:00,,medium,MSG_0674
ITEM_282,event,Webinar,For today: The webinar recording is now available.,,,,high,MSG_0675
ITEM_283,event,Conference,"For today: Please join the internship orientation on 2026-09-08, 15:00 at Conference Room 2.",2026-09-08,15:00,,high,MSG_0683
ITEM_284,event,Meeting,For today: I might prefer evening meetings now.,,,,high,MSG_0685
ITEM_285,task,Upload,Don't forget to upload the assignment; deadline is 2026-09-06.,2026-09-06,,,high,MSG_0688
ITEM_286,task,Prepare,For today: Prepare the demo video is due on 2026-09-02.,2026-09-02,,,high,MSG_0690
ITEM_287,task,Send,Important: I will send the login details separately.,,,,high,MSG_0692
ITEM_288,event,Meeting,"Hi, The project review is scheduled for 2026-09-02 at 13:00 in Meeting Room A.",2026-09-02,13:00,,medium,MSG_0693
ITEM_289,task,Complete,Important: Please complete the Python exercise by 2026-09-02.,2026-09-02,,,high,MSG_0694
ITEM_290,event,Dinner,"One more thing: Calendar update: family dinner, 2026-09-09 at 12:00, the library.",2026-09-09,12:00,,medium,MSG_0697
ITEM_291,event,Meeting,Important: The product demo is scheduled for 2026-09-02 at 13:00 in Meeting Room A.,2026-09-02,13:00,,high,MSG_0707
ITEM_292,event,Appointment,Can you help? Reminder: doctor appointment happens on 2026-09-06 at 13:00 in the city clinic.,2026-09-06,13:00,,medium,MSG_0711
ITEM_293,event,Meeting,Quick update: I might prefer evening meetings now.,,,,medium,MSG_0713
ITEM_294,event,Meeting,Can you help? Share the meeting notes is due on 2026-09-07.,2026-09-07,,,medium,MSG_0716
ITEM_295,event,Call,FYI: Please call Maya when you are free.,,,,medium,MSG_0717
ITEM_296,event,Catch-Up,Just checking—Reminder: mentor catch-up happens on 2026-09-06 at 13:00 in the city clinic.,2026-09-06,13:00,,medium,MSG_0719
ITEM_297,event,Meeting,Share the meeting notes is due on 2026-09-09.,2026-09-09,,,medium,MSG_0720
ITEM_298,task,Send,Just checking—Send the expense receipt is due on 2026-09-02.,2026-09-02,,,medium,MSG_0722
ITEM_299,task,Send,For today: Can you send the revised presentation before 2026-09-09?,2026-09-09,,,high,MSG_0725
ITEM_300,task,Submit,Just checking—Please submit the weekly report by 2026-09-03.,2026-09-03,,,medium,MSG_0730
ITEM_301,task,Send,Just checking—I will send the login details separately.,,,,medium,MSG_0738
ITEM_302,task,Pay,One more thing: Don't forget to pay the electricity bill; deadline is 2026-09-02.,2026-09-02,,,high,MSG_0743
ITEM_303,event,Workshop,"Just checking—Please join the AI workshop on 2026-09-03, 10:00 at Google Meet.",2026-09-03,10:00,,medium,MSG_0745
ITEM_304,event,Conference,"Quick update: Please join the AI workshop on 2026-09-18, 13:00 at Conference Room 2.",2026-09-18,13:00,,medium,MSG_0747
ITEM_305,task,Pay,Please note: Don't forget to pay the electricity bill; deadline is 2026-09-04.,2026-09-04,,,high,MSG_0754
ITEM_306,event,Call,"Hi, Don't forget to call the service centre; deadline is 2026-09-02.",2026-09-02,,,high,MSG_0757
ITEM_307,event,Meeting,The product demo is scheduled for 2026-09-12 at 11:00 in Meeting Room A.,2026-09-12,11:00,,medium,MSG_0759
ITEM_308,task,Upload,"Hi, Don't forget to upload the assignment; deadline is 2026-09-05.",2026-09-05,,,high,MSG_0761
ITEM_309,task,Send,I will send the login details separately.,,,,medium,MSG_0771
ITEM_310,event,Meeting,Important: I might prefer evening meetings now.,,,,high,MSG_0773
ITEM_311,task,Send,Just checking—Could you send it soon?,,,,medium,MSG_0775
ITEM_312,task,Send,FYI: Send the expense receipt is due on 2026-09-06.,2026-09-06,,,medium,MSG_0776
ITEM_313,task,Reply,"Hi, Please reply to the client email by 2026-09-06.",2026-09-06,,,medium,MSG_0779
ITEM_314,task,Send,Can you help? Can you send the revised presentation before 2026-09-10?,2026-09-10,,,medium,MSG_0780
ITEM_315,task,Review,Quick update: I need you to review the model results by 2026-09-09.,2026-09-09,,,medium,MSG_0783
ITEM_316,task,Reply,Quick update: Please reply to the client email by 2026-09-02.,2026-09-02,,,medium,MSG_0784
ITEM_317,event,Meeting,Important: Share the meeting notes is due on 2026-09-03.,2026-09-03,,,high,MSG_0787
ITEM_318,event,Meeting,The project review is scheduled for 2026-09-02 at 9:00 in Meeting Room A.,2026-09-02,,,medium,MSG_0792
ITEM_319,event,Conference,"Please note: Please join the study-group session on 2026-09-08, 11:00 at Conference Room 2.",2026-09-08,11:00,,medium,MSG_0793
ITEM_320,event,Meeting,For today: Share the meeting notes is due on 2026-09-06.,2026-09-06,,,high,MSG_0795
ITEM_321,event,Dinner,"Important: Calendar update: family dinner, 2026-09-04 at 15:00, the college auditorium.",2026-09-04,15:00,,high,MSG_0797
ITEM_322,event,Seminar,One more thing: Are you available for the college seminar at 11:00 on 2026-09-20? Location: the training hall.,2026-09-20,11:00,,medium,MSG_0798
ITEM_323,task,Review,Just checking—Are you available for the design review at 12:00 on 2026-09-05? Location: the main office.,2026-09-05,12:00,,medium,MSG_0800
ITEM_324,task,Pay,FYI: Don't forget to pay the electricity bill; deadline is 2026-09-07.,2026-09-07,,,high,MSG_0809
ITEM_325,task,Review,"Hi, Are you available for the design review at 13:00 on 2026-09-10? Location: the training hall.",2026-09-10,13:00,,medium,MSG_0810
ITEM_326,event,Call,Just checking—Please call Maya when you are free.,,,,medium,MSG_0811
ITEM_327,task,Complete,For today: Please complete the Python exercise by 2026-09-05.,2026-09-05,,,high,MSG_0814
ITEM_328,task,Send,Important: Send the expense receipt is due on 2026-09-04.,2026-09-04,,,high,MSG_0815
ITEM_329,event,Meeting,"Quick update: If possible, review the file before the meeting.",,,,medium,MSG_0816
ITEM_330,event,Meeting,Please note: Share the meeting notes is due on 2026-09-02.,2026-09-02,,,medium,MSG_0819
ITEM_331,task,Submit,FYI: Please submit the weekly report by 2026-09-07.,2026-09-07,,,medium,MSG_0824
ITEM_332,task,Finish,Can you finish the test cases before 2026-09-08?,2026-09-08,,,medium,MSG_0826
ITEM_333,event,Call,For today: Please call Maya when you are free.,,,,high,MSG_0827
ITEM_334,event,Interview,For today: Are you available for the technical interview at 11:00 on 2026-09-20? Location: the training hall.,2026-09-20,11:00,,high,MSG_0831
ITEM_335,event,Interview,Are you available for the technical interview at 14:00 on 2026-09-15? Location: the main office.,2026-09-15,14:00,,medium,MSG_0837
ITEM_336,task,Review,The review could be Friday afternoon.,,,,medium,MSG_0840
ITEM_337,event,Webinar,The webinar recording is now available.,,,,medium,MSG_0843
ITEM_338,event,Dinner,"Just checking—Calendar update: family dinner, 2026-09-09 at 16:00, the library.",2026-09-09,16:00,,medium,MSG_0845
ITEM_339,task,Review,Please note: Are you available for the design review at 16:00 on 2026-09-05? Location: the main office.,2026-09-05,16:00,,medium,MSG_0849
ITEM_340,task,Prepare,Just checking—Prepare the demo video is due on 2026-09-06.,2026-09-06,,,medium,MSG_0850
ITEM_341,task,Prepare,Please note: Prepare the demo video is due on 2026-09-07.,2026-09-07,,,medium,MSG_0851
ITEM_342,task,Reply,Important: Please reply to the client email by 2026-09-10.,2026-09-10,,,high,MSG_0853
ITEM_343,task,Send,"Hi, Could you send it soon?",,,,medium,MSG_0859
ITEM_344,event,Seminar,Please note: Are you available for the college seminar at 11:00 on 2026-09-20? Location: the training hall.,2026-09-20,11:00,,medium,MSG_0860
ITEM_345,event,Catch-Up,Can you help? Reminder: mentor catch-up happens on 2026-09-11 at 10:00 in the cafeteria.,2026-09-11,10:00,,medium,MSG_0861
ITEM_346,event,Catch-Up,One more thing: Reminder: mentor catch-up happens on 2026-09-06 at 9:00 in the city clinic.,2026-09-06,,,medium,MSG_0866
ITEM_347,task,Send,For today: Send the expense receipt is due on 2026-09-07.,2026-09-07,,,high,MSG_0870
ITEM_348,event,Conference,"One more thing: Please join the study-group session on 2026-09-08, 11:00 at Conference Room 2.",2026-09-08,11:00,,medium,MSG_0873
ITEM_349,event,Dinner,"Important: For my profile, i usually study after dinner.",,,,high,MSG_0876
ITEM_350,event,Seminar,Just checking—Are you available for the college seminar at 15:00 on 2026-09-20? Location: the training hall.,2026-09-20,15:00,,medium,MSG_0877
ITEM_351,event,Meeting,Please note: The client discussion is scheduled for 2026-09-02 at 13:00 in Meeting Room A.,2026-09-02,13:00,,medium,MSG_0878
ITEM_352,task,Send,For today: I will send the login details separately.,,,,high,MSG_0879
ITEM_353,event,Seminar,FYI: Are you available for the college seminar at 13:00 on 2026-09-10? Location: the training hall.,2026-09-10,13:00,,medium,MSG_0882
ITEM_354,task,Review,For today: I need you to review the model results by 2026-09-02.,2026-09-02,,,high,MSG_0883
ITEM_355,task,Review,For today: The review could be Friday afternoon.,,,,high,MSG_0886
ITEM_356,task,Review,Important: Can you review the privacy checklist before 2026-09-03?,2026-09-03,,,high,MSG_0893
ITEM_357,task,Review,Important: Are you available for the design review at 11:00 on 2026-09-20? Location: the training hall.,2026-09-20,11:00,,high,MSG_0894
ITEM_358,event,Workshop,"For today: Please join the AI workshop on 2026-09-13, 12:00 at Google Meet.",2026-09-13,12:00,,high,MSG_0895
ITEM_359,task,Complete,Can you help? Please complete the Python exercise by 2026-09-06.,2026-09-06,,,medium,MSG_0898
ITEM_360,event,Seminar,Quick update: Are you available for the college seminar at 10:00 on 2026-09-15? Location: the main office.,2026-09-15,10:00,,medium,MSG_0900
